Moisture_Level,Weight_g,Viable
12.998414398528798,51.105909205791434,1
11.3676156387131,49.88047795284996,1
8.720870355319208,43.37451245241929,0
13.272723545232155,40.892074188811975,0
11.686049266615056,62.029990859444844,1
13.878522016195994,64.67975040046093,0
11.862058166815379,40.155542561732176,0
11.538555153742237,53.80195918801682,1
11.986104624344502,65.49841930054012,1
13.045691674173547,62.212598694316206,1
12.222381815238858,62.27400595850344,1
14.610868079040914,35.64327395110854,0
10.267930427747597,33.47700059801397,0
13.151332292372016,63.92512381867534,1
14.135108531127056,55.71702254457013,0
14.374368024782127,54.990450841730045,0
13.77575131995862,44.52236848780362,1
13.814581545956749,43.807685795251025,0
10.539305262661617,64.44272079898886,1
14.82183085639209,61.19035099152123,0
11.960436339765923,69.41469248966939,1
9.274749971751083,49.39113468601384,0
13.19180860960066,57.95383412643618,1
9.526161752458606,55.80216671077318,0
8.925933477877313,66.02289204945544,0
12.782286995118369,62.903355036466955,1
13.7053809988172,49.92363014044023,0
10.836736616193821,49.89859575919562,1
8.746051110900721,35.60074154641796,0
9.865488753596175,59.28738313836249,0
12.431686443502134,49.770954005530854,1
13.86674874224807,46.17526006196097,0
10.95425241685481,44.15485506244998,0
9.290596444752742,33.61347842310431,0
8.477747937478641,63.48315962812117,0
14.4085957410434,58.86131444487623,0
14.645147579404359,45.865974922082174,0
8.945008941948448,49.35019767729651,0
11.778899452357354,36.480555115663385,0
13.9248549452019,68.20945250893917,0
12.363327856334935,48.96949234801478,1
10.460781127939532,46.51174202427009,1
12.188002407877082,48.387260510445245,1
8.544357408552699,30.09357562503113,0
8.036776729908695,34.12374984054979,0
13.65201176271733,68.4839514305647,0
12.833921627119484,50.85202669654278,1
14.707195551027514,60.33569655782726,0
13.31325091877195,58.96413317092554,1
14.864037601259916,66.13455250544101,0
12.852226480198473,32.0638322663484,0
8.3091580639707,53.53055027879724,0
11.890646070060257,48.92840472325334,1
8.843658051505251,59.24094685833126,0
8.80697414873099,46.8705063892205,0
13.215451836841542,32.195304585859,0
11.657042032498182,55.78186602503288,1
10.55288074620114,52.42708776014056,1
14.194988495662967,51.21060530539601,0
10.831398147772955,52.89711037733863,1
11.768810432665513,56.46620700322166,1
11.641176769151123,47.072682266194576,1
10.922542588195245,48.4777140230235,1
8.001662665031192,37.4189163830689,0
14.52812936597677,32.80118822989884,1
8.3687868518406,33.54173642454472,1
11.358469287995533,53.23028828909311,1
10.78801168782945,33.66797340445721,0
11.65763434144166,59.29087228738581,0
11.271175365763568,41.88011505819529,0
13.008873206639693,53.56434137883579,1
14.372373714402741,31.804027088812926,0
10.741410983782492,34.97750229187425,0
13.585925255003684,40.35930606407255,0
14.876313605560572,65.36795912526011,0
14.326067770226892,69.56739639253436,0
8.454904866380257,46.0632094570195,0
9.613984370635134,63.22570071002498,0
8.32861750003469,45.363624459649984,1
14.70089184088328,63.04822783175864,0
12.408445460973072,38.65296092146214,0
12.180918507012386,51.00126003441073,1
11.60673547020308,49.64745363474506,1
14.282053036323427,48.5352299286248,0
13.2351012286456,31.394606409352996,0
14.020887714925466,48.297283910948295,0
9.910715623994204,49.067073133214734,1
13.965354733429054,31.416894736741803,0
14.52112641823293,59.40850618093811,0
9.768543657726195,30.203285592721038,0
8.341485071712212,51.30410077603048,0
8.766282020381178,65.7791972387227,0
8.430619183674645,65.31625076549845,0
14.34559603611206,52.852757676782964,0
11.806452355981795,64.57971521229393,1
11.648822185262905,64.72643216206188,1
9.101384617917681,36.41600421320288,0
9.670830219107122,67.20361402038955,0
12.892935166277113,37.568861591400236,0
14.729207017294351,48.61880035079935,0
